timestamp,cpu_usage,memory_usage,disk_io,network_in,network_out,temperature
2026-01-01 00:00:00,57.450712295168486,87.98710873172004,23.248217250256182,42.76577326367827,58.41265987587665,32.88120158988649
2026-01-01 01:00:00,47.92603548243223,78.49267365825537,28.554813292844823,74.18844967661494,79.2199127765229,32.73292945808073
2026-01-01 02:00:00,59.715328071510385,61.19260739840348,22.075800790000386,87.59183399735068,80.45042180111116,26.021784136849924
2026-01-01 03:00:00,72.84544784612038,47.061264445888526,26.920384703609596,156.63062972020572,91.81575864608514,33.349549041492814
2026-01-01 04:00:00,46.48769937914996,73.96446627227179,11.063853330462145,116.69659373601274,45.82854091797934,38.66414540910873
2026-01-01 05:00:00,46.487945645762295,67.86970770843499,32.13293707372939,59.93555292700326,94.81418184618326,28.628839404616024
2026-01-01 06:00:00,73.68819223261087,77.90386440055465,30.01205475362224,114.58108868252911,12.390209209930617,40.24241325525296
2026-01-01 07:00:00,61.51152093729363,72.70343603363939,21.829113689318092,53.58088033184904,64.25288619090475,37.43887410542169
2026-01-01 08:00:00,42.95788421097572,80.9910543063867,36.59245668432405,132.4807316166122,67.79315393871138,31.328833390144812
2026-01-01 09:00:00,58.13840065378947,49.29529576878864,39.37570137626558,85.86626044546364,95.83317065178096,34.292351813310766
2026-01-01 10:00:00,43.04873460781307,86.34788131268651,13.924401356310259,97.19091433782488,80.56577131692173,42.99160903820517
2026-01-01 11:00:00,43.01405369644615,63.95199209384799,22.372752214337858,139.7738994262657,44.860923653592835,38.66773906752933
2026-01-01 12:00:00,53.629434073490515,101.5052174525053,22.308576502127018,61.385092942472504,55.37517185457462,35.043918274490736
2026-01-01 13:00:00,21.300796330133032,46.21624363820864,20.600968988911355,58.08645444661026,84.96700023868517,33.81158341519508
2026-01-01 14:00:00,24.126232512304508,94.71927606330499,38.294748419317486,82.49202020961985,78.02331645338609,35.3830453522583
2026-01-01 15:00:00,41.56568706138541,63.95821566925296,28.061738612271967,131.15136553057948,65.52189725910634,32.44118221028848
2026-01-01 16:00:00,34.80753319498364,46.97163992771103,27.354851586893894,54.41961773569473,67.97915526220052,24.476252471404926
2026-01-01 17:00:00,54.71370998892911,50.32228331891357,9.961376355932465,15.035332056682932,97.40419992898222,45.210889552673656
2026-01-01 18:00:00,36.37963886718184,53.5930538361136,36.35418030209226,86.46523424773004,67.05768567826964,35.776624995997004
2026-01-01 19:00:00,28.815444479970626,68.48331892803833,17.607416051465275,116.55222399732762,77.79771889927316,36.99073632561269
2026-01-01 20:00:00,71.98473153382331,70.45670976071,30.599326302663282,136.0078524921649,134.24841470201358,34.71046125061546
2026-01-01 21:00:00,46.61335549270196,48.52599992122842,32.773769379581914,86.10515913743804,44.40793407790192,31.32441599637706
2026-01-01 22:00:00,51.012923070318855,59.51290815478034,43.60658595838651,87.65720178651992,33.70393171063353,34.07037759525615
2026-01-01 23:00:00,28.628777206798148,102.84540717223727,16.911796008808878,134.61702202767242,99.58974161996517,27.003026189028443
2026-01-02 00:00:00,41.834259132122256,94.55086340201423,-0.19512155820825328,43.90774900913738,63.03392346764742,46.385432490266524
2026-01-02 01:00:00,51.663838845647994,68.72647339348065,31.83849544753695,88.34437674450972,72.0440618064345,28.827440007888022
2026-01-02 02:00:00,32.73509633866546,60.760069563364006,48.005111815108535,105.71271669775173,60.471090546722145,29.840168580764104
2026-01-02 03:00:00,55.63547027518508,62.40062653436522,42.38946352939438,113.47656163855103,73.50499648081218,32.798703978068
2026-01-02 04:00:00,40.99041965121793,72.27035945460833,32.096594152746256,84.70579920427352,119.96345280240854,41.44037862426189
2026-01-02 05:00:00,45.62459375310085,39.54414869603189,25.083638143679526,101.03323035117523,100.05321146545299,35.07254499631327
2026-01-02 06:00:00,40.97440081655905,54.852469251533094,38.071225966373106,25.35017939761032,101.55558779717443,28.81932101984769
2026-01-02 07:00:00,77.78417276763406,26.62831852244821,20.264538002955312,80.25254762998455,44.59432360518386,41.271691803786695
2026-01-02 08:00:00,49.79754162893099,67.98446245210559,34.76357769356219,113.60526137663402,51.22115658617827,38.65500313392741
2026-01-02 09:00:00,34.13433606566149,72.94391879405482,35.054701591666266,70.53117897235961,9.02303351286433,37.69217478608226
2026-01-02 10:00:00,62.338173681547836,50.33627075401252,40.6020990749888,101.76952664768793,59.76547947293115,38.5786712058542
2026-01-02 11:00:00,31.687345250434667,91.47973526580066,57.596600389110776,113.40617502408094,103.91757965964146,46.97180950291225
2026-01-02 12:00:00,53.132953925071334,35.484686739953176,33.92415967178767,89.72352397426705,92.92366289370928,45.925474475180565
2026-01-02 13:00:00,20.604948141803366,30.712502395803597,24.910363742925014,105.11391312989713,74.4621684261969,31.56642328498352
2026-01-02 14:00:00,30.077209266523543,64.48903637119945,29.744256878080055,71.11802304146164,79.44249290704867,43.11942496405576
2026-01-02 15:00:00,52.952918538036855,80.94196605224309,12.30924095110882,93.8016616091186,62.77786143561486,36.915840948794504
2026-01-02 16:00:00,61.07699869993115,93.67855382915738,23.052868689109417,118.30648508767668,85.1189720600446,37.495479080688746
2026-01-02 17:00:00,52.57052421784956,50.8223147426212,25.907175618868962,104.70918882905303,99.14695698701537,26.538645841783357
2026-01-02 18:00:00,48.265275764176394,81.57361666862592,24.759116020654076,82.40406191308193,39.60283031473818,34.14807117305902
2026-01-02 19:00:00,45.48344456616067,59.229830609985854,31.52354872033722,106.72649212872379,87.4911921959337,30.935882048317175
2026-01-02 20:00:00,27.822170144488588,56.54745400118361,21.775800676177994,121.43829371909854,103.31087177386668,39.140294074466546
